epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.3926,0.2602,1.3811,0.3148,0.3010
2,1.3496,0.3324,1.3473,0.3556,0.3481
3,1.3069,0.3850,1.3044,0.4000,0.4006
4,1.2507,0.4352,1.2569,0.4278,0.4174
5,1.2102,0.4474,1.2305,0.4389,0.4299
6,1.1626,0.4903,1.1884,0.4852,0.4752
7,1.1308,0.5015,1.1529,0.4926,0.4770
8,1.0936,0.5268,1.1162,0.5389,0.5259
9,1.0566,0.5473,1.1075,0.5333,0.5292
10,1.0344,0.5648,1.0937,0.5574,0.5464
11,1.0073,0.5824,1.0725,0.5667,0.5549
12,0.9950,0.5721,1.0660,0.5667,0.5562
13,0.9702,0.5989,1.0673,0.5648,0.5573
14,0.9747,0.5882,1.0545,0.5685,0.5538
15,0.9610,0.5911,1.0481,0.5481,0.5394
16,0.9575,0.6067,1.0457,0.5481,0.5391
17,0.9456,0.5960,1.0423,0.5500,0.5354
18,0.9441,0.6072,1.0289,0.5722,0.5556
19,0.9232,0.6101,1.0314,0.5667,0.5528
20,0.9362,0.6058,1.0427,0.5556,0.5515
21,0.9173,0.6170,1.0164,0.5741,0.5612
22,0.9120,0.6213,1.0111,0.5944,0.5795
23,0.8842,0.6311,1.0503,0.5519,0.5445
24,0.8927,0.6321,1.0181,0.5759,0.5681
25,0.8843,0.6257,1.0196,0.5944,0.5851
26,0.8622,0.6491,1.0128,0.5759,0.5681
27,0.8636,0.6433,1.0002,0.6019,0.5895
28,0.8458,0.6603,1.0357,0.5593,0.5575
29,0.8502,0.6594,1.0345,0.5741,0.5701
30,0.8745,0.6423,0.9905,0.6056,0.5969
31,0.8437,0.6598,0.9893,0.6019,0.5918
32,0.8420,0.6701,1.0108,0.5833,0.5769
33,0.8391,0.6545,1.0073,0.5889,0.5816
34,0.8199,0.6676,0.9922,0.6111,0.6034
35,0.8229,0.6647,1.0167,0.5796,0.5762
36,0.8357,0.6540,0.9958,0.5870,0.5803
37,0.8261,0.6754,0.9884,0.5944,0.5874
38,0.8048,0.6725,0.9958,0.5907,0.5774
39,0.8206,0.6667,0.9873,0.5926,0.5847
40,0.8088,0.6745,0.9827,0.5981,0.5882
41,0.8180,0.6598,0.9706,0.6019,0.5863
42,0.7957,0.6827,1.0058,0.5667,0.5491
43,0.8097,0.6847,0.9824,0.5907,0.5851
44,0.7881,0.6818,0.9945,0.5833,0.5769
45,0.7979,0.6725,0.9838,0.5981,0.5840
46,0.7815,0.6847,1.0224,0.5685,0.5505
47,0.7747,0.6857,0.9996,0.5833,0.5728
48,0.7792,0.6876,1.0093,0.5944,0.5879
49,0.7723,0.7003,0.9839,0.6019,0.5968
50,0.7670,0.6983,0.9789,0.6093,0.5982
51,0.7470,0.6940,0.9776,0.6037,0.5908
52,0.7394,0.7115,0.9674,0.6148,0.6035
53,0.7458,0.6988,0.9800,0.6056,0.5972
54,0.7335,0.7149,0.9714,0.6093,0.6018
55,0.7643,0.6920,0.9746,0.6093,0.6010
56,0.7537,0.6954,0.9687,0.6241,0.6165
57,0.7351,0.7096,0.9839,0.6130,0.6052
58,0.7425,0.7081,0.9724,0.6000,0.5825
59,0.7127,0.7266,0.9734,0.6130,0.6045
60,0.7424,0.7037,0.9616,0.6056,0.5958
61,0.7426,0.6974,0.9768,0.6204,0.6127
62,0.7136,0.7212,0.9785,0.6204,0.6122
63,0.7180,0.7105,0.9709,0.6185,0.6110
64,0.7198,0.7251,0.9716,0.6204,0.6129
65,0.7146,0.7188,0.9767,0.6074,0.5959
66,0.7173,0.7208,0.9613,0.6278,0.6191
67,0.7240,0.7057,0.9663,0.6389,0.6331
68,0.7224,0.7061,0.9586,0.6204,0.6144
69,0.7248,0.7110,0.9782,0.6185,0.6102
70,0.7194,0.7149,0.9683,0.6167,0.6115
71,0.7234,0.7188,0.9583,0.6241,0.6165
72,0.7149,0.7144,0.9697,0.6130,0.6046
73,0.6947,0.7256,0.9659,0.6111,0.6013
74,0.7026,0.7188,0.9603,0.6185,0.6075
75,0.7150,0.7178,0.9696,0.6111,0.6000
76,0.7183,0.7173,0.9522,0.6315,0.6172
77,0.6896,0.7286,0.9537,0.6093,0.5988
78,0.7012,0.7212,0.9532,0.6315,0.6190
79,0.6768,0.7305,0.9653,0.6241,0.6153
80,0.7093,0.7217,0.9586,0.6296,0.6197
81,0.7084,0.7310,0.9511,0.6296,0.6200
82,0.7138,0.7173,0.9571,0.6185,0.6069
83,0.7348,0.7154,0.9652,0.6204,0.6129
84,0.7095,0.7178,0.9529,0.6370,0.6250
85,0.6854,0.7320,0.9605,0.6444,0.6350
86,0.7028,0.7232,0.9780,0.6056,0.5941
87,0.6837,0.7290,0.9673,0.6167,0.6073
88,0.6811,0.7349,0.9801,0.6093,0.6025
89,0.6795,0.7393,0.9560,0.6130,0.5981
90,0.6702,0.7461,0.9528,0.6574,0.6465
91,0.6786,0.7261,0.9657,0.6352,0.6282
92,0.6782,0.7247,0.9526,0.6389,0.6301
93,0.6932,0.7183,0.9545,0.6222,0.6144
94,0.6737,0.7266,0.9584,0.6185,0.6064
95,0.6973,0.7212,0.9605,0.6074,0.5932
96,0.6884,0.7359,0.9681,0.6148,0.5997
97,0.6493,0.7383,0.9635,0.6333,0.6220
98,0.6682,0.7271,0.9670,0.6037,0.5947
99,0.6711,0.7427,0.9602,0.6130,0.6084
100,0.6768,0.7237,0.9471,0.6389,0.6297
101,0.6624,0.7320,0.9644,0.6278,0.6192
102,0.6703,0.7373,0.9594,0.6204,0.6140
103,0.6646,0.7442,0.9460,0.6370,0.6282
104,0.6628,0.7437,0.9571,0.6315,0.6244
105,0.6723,0.7315,0.9544,0.6259,0.6160
106,0.6604,0.7495,0.9527,0.6278,0.6157
107,0.6496,0.7539,0.9541,0.6352,0.6252
108,0.6513,0.7437,0.9525,0.6278,0.6200
109,0.6656,0.7403,0.9554,0.6370,0.6291
110,0.6698,0.7266,0.9518,0.6333,0.6230
111,0.6738,0.7305,0.9522,0.6241,0.6129
112,0.6428,0.7505,0.9581,0.6315,0.6215
113,0.6552,0.7368,0.9470,0.6296,0.6204
114,0.6456,0.7481,0.9489,0.6333,0.6223
115,0.6486,0.7393,0.9526,0.6241,0.6133
