epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.3823,0.2825,1.3781,0.3086,0.2938
2,1.3434,0.3623,1.3320,0.3745,0.3512
3,1.2818,0.4212,1.2695,0.3930,0.3820
4,1.2243,0.4525,1.2358,0.4527,0.4510
5,1.1805,0.4938,1.1871,0.4877,0.4802
6,1.1386,0.5157,1.1559,0.5021,0.4974
7,1.1026,0.5237,1.1174,0.5453,0.5345
8,1.0633,0.5565,1.1033,0.5514,0.5396
9,1.0365,0.5712,1.0837,0.5473,0.5302
10,1.0184,0.5608,1.0906,0.5288,0.5212
11,0.9971,0.5812,1.0702,0.5288,0.5180
12,0.9842,0.5907,1.0550,0.5597,0.5480
13,0.9657,0.5969,1.0393,0.5741,0.5624
14,0.9504,0.6064,1.0576,0.5391,0.5298
15,0.9342,0.6102,1.0421,0.5617,0.5535
16,0.9384,0.6159,1.0328,0.5597,0.5443
17,0.9181,0.6073,1.0493,0.5494,0.5310
18,0.8954,0.6372,1.0183,0.5741,0.5611
19,0.9061,0.6225,1.0439,0.5597,0.5517
20,0.8988,0.6206,1.0244,0.5700,0.5627
21,0.8910,0.6287,1.0564,0.5597,0.5520
22,0.8935,0.6353,1.0185,0.5700,0.5574
23,0.8629,0.6443,1.0092,0.5782,0.5707
24,0.8763,0.6311,0.9926,0.5823,0.5712
25,0.8816,0.6363,0.9951,0.5741,0.5603
26,0.8429,0.6572,1.0076,0.5844,0.5758
27,0.8600,0.6434,1.0064,0.5741,0.5621
28,0.8356,0.6700,0.9938,0.5823,0.5664
29,0.8496,0.6529,0.9912,0.5741,0.5631
30,0.8446,0.6548,0.9818,0.5947,0.5810
31,0.8195,0.6676,1.0069,0.5679,0.5513
32,0.8297,0.6652,0.9808,0.5844,0.5732
33,0.8295,0.6605,0.9779,0.5988,0.5898
34,0.8199,0.6738,0.9831,0.5844,0.5722
35,0.8002,0.6690,0.9778,0.6049,0.5952
36,0.8121,0.6733,0.9686,0.6029,0.5913
37,0.8159,0.6676,0.9896,0.5864,0.5770
38,0.8030,0.6700,0.9748,0.5700,0.5590
39,0.7977,0.6738,0.9990,0.5885,0.5788
40,0.7880,0.6795,0.9900,0.5802,0.5670
41,0.7949,0.6842,0.9813,0.5823,0.5705
42,0.7910,0.6800,1.0019,0.5885,0.5771
43,0.7831,0.6847,0.9800,0.5823,0.5727
44,0.7743,0.6885,0.9544,0.6214,0.6111
45,0.7697,0.6952,1.0017,0.5864,0.5741
46,0.7838,0.6885,0.9567,0.5947,0.5824
47,0.7797,0.6738,0.9636,0.5864,0.5779
48,0.7970,0.6795,0.9676,0.6091,0.6018
49,0.7768,0.6852,0.9907,0.6111,0.6031
50,0.7760,0.6890,0.9550,0.6091,0.6013
51,0.7474,0.7113,0.9627,0.6235,0.6144
52,0.7543,0.6956,0.9662,0.6070,0.5994
53,0.7480,0.6980,0.9593,0.6091,0.5982
54,0.7403,0.6852,0.9452,0.6193,0.6097
55,0.7436,0.7070,0.9522,0.6173,0.6093
56,0.7507,0.6952,0.9642,0.6132,0.6055
57,0.7500,0.7032,0.9676,0.5988,0.5899
58,0.7531,0.7018,0.9636,0.6008,0.5884
59,0.7309,0.7099,0.9593,0.6173,0.6089
60,0.7313,0.7094,0.9571,0.6235,0.6159
61,0.7282,0.7104,0.9384,0.6235,0.6175
62,0.7334,0.7080,0.9689,0.6091,0.5993
63,0.7464,0.7179,0.9566,0.6317,0.6250
64,0.7266,0.7047,0.9500,0.6255,0.6166
65,0.7182,0.7142,0.9622,0.6152,0.6065
66,0.7292,0.7137,0.9592,0.6173,0.6092
67,0.7180,0.7184,0.9490,0.6276,0.6192
68,0.7209,0.7179,0.9394,0.6235,0.6137
69,0.7307,0.7118,0.9396,0.6193,0.6091
70,0.7264,0.7089,0.9465,0.6420,0.6346
71,0.7380,0.6985,0.9488,0.6337,0.6263
72,0.7266,0.7070,0.9388,0.6276,0.6181
73,0.7177,0.7113,0.9421,0.6091,0.5977
74,0.7189,0.7217,0.9738,0.6235,0.6176
75,0.7217,0.7047,0.9384,0.6420,0.6313
76,0.7219,0.7194,0.9595,0.6091,0.6021
77,0.7331,0.7061,0.9587,0.6152,0.6062
78,0.7207,0.7080,0.9340,0.6235,0.6141
79,0.7165,0.7151,0.9362,0.6337,0.6251
80,0.7058,0.7270,0.9466,0.6173,0.6063
81,0.7129,0.7099,0.9421,0.6276,0.6200
82,0.7003,0.7198,0.9511,0.6152,0.6054
83,0.7281,0.7037,0.9508,0.6296,0.6211
84,0.7155,0.7194,0.9665,0.6235,0.6158
85,0.7056,0.7184,0.9628,0.6214,0.6132
86,0.7186,0.7085,0.9386,0.6358,0.6267
87,0.7189,0.7142,0.9388,0.6379,0.6285
88,0.7163,0.7184,0.9427,0.6173,0.6073
89,0.6892,0.7255,0.9509,0.6440,0.6350
90,0.7202,0.7085,0.9298,0.6358,0.6241
91,0.6880,0.7379,0.9441,0.6337,0.6242
92,0.7144,0.7042,0.9364,0.6317,0.6184
93,0.6967,0.7308,0.9552,0.6235,0.6107
94,0.7103,0.7203,0.9354,0.6276,0.6185
95,0.6813,0.7393,0.9622,0.6296,0.6219
96,0.7083,0.7104,0.9496,0.6276,0.6196
97,0.6963,0.7298,0.9336,0.6276,0.6180
98,0.7139,0.7175,0.9385,0.6379,0.6291
99,0.7122,0.7080,0.9397,0.6317,0.6219
100,0.7071,0.7222,0.9356,0.6255,0.6158
101,0.7010,0.7360,0.9382,0.6358,0.6254
102,0.6725,0.7355,0.9293,0.6358,0.6267
103,0.6949,0.7350,0.9366,0.6358,0.6257
104,0.6860,0.7222,0.9306,0.6379,0.6274
105,0.6763,0.7331,0.9429,0.6296,0.6195
106,0.6975,0.7274,0.9239,0.6420,0.6298
107,0.6788,0.7346,0.9471,0.6193,0.6092
108,0.6786,0.7441,0.9478,0.6296,0.6189
109,0.6913,0.7303,0.9350,0.6317,0.6217
110,0.6826,0.7308,0.9335,0.6358,0.6258
111,0.6744,0.7341,0.9578,0.6235,0.6137
112,0.6596,0.7460,0.9392,0.6379,0.6281
113,0.6703,0.7374,0.9394,0.6399,0.6310
114,0.6976,0.7270,0.9335,0.6440,0.6346
