epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.3914,0.2688,1.3832,0.2757,0.2698
2,1.3380,0.3457,1.3393,0.3539,0.3337
3,1.2853,0.4041,1.2804,0.3951,0.3804
4,1.2369,0.4321,1.2653,0.4033,0.3973
5,1.1833,0.4744,1.1939,0.4733,0.4622
6,1.1455,0.5109,1.1768,0.5021,0.4988
7,1.1112,0.5047,1.1465,0.5082,0.5034
8,1.0843,0.5247,1.1135,0.5514,0.5447
9,1.0531,0.5556,1.0986,0.5350,0.5209
10,1.0408,0.5556,1.0858,0.5535,0.5457
11,1.0163,0.5674,1.0843,0.5412,0.5339
12,1.0019,0.5708,1.0522,0.5617,0.5525
13,0.9766,0.5779,1.0373,0.5967,0.5892
14,0.9598,0.6106,1.0416,0.5638,0.5536
15,0.9309,0.6273,1.0487,0.5638,0.5576
16,0.9395,0.6163,1.0156,0.5988,0.5884
17,0.9167,0.6268,1.0220,0.5720,0.5591
18,0.9070,0.6287,0.9940,0.5947,0.5849
19,0.9126,0.6244,1.0097,0.5905,0.5803
20,0.9005,0.6306,1.0005,0.6008,0.5962
21,0.8731,0.6515,1.0226,0.5720,0.5625
22,0.8865,0.6443,1.0084,0.5700,0.5567
23,0.8589,0.6467,0.9777,0.6070,0.5979
24,0.8680,0.6505,0.9922,0.5741,0.5628
25,0.8759,0.6453,0.9930,0.5905,0.5802
26,0.8408,0.6595,0.9959,0.5926,0.5837
27,0.8506,0.6548,0.9646,0.6029,0.5935
28,0.8350,0.6667,0.9958,0.5864,0.5727
29,0.8596,0.6562,1.0037,0.5864,0.5783
30,0.8508,0.6472,0.9543,0.6152,0.6059
31,0.8167,0.6695,0.9744,0.5988,0.5823
32,0.8266,0.6557,0.9694,0.6132,0.6063
33,0.8122,0.6728,0.9934,0.5823,0.5779
34,0.8170,0.6724,0.9548,0.6070,0.5984
35,0.8031,0.6838,0.9686,0.6152,0.6078
36,0.8010,0.6857,0.9592,0.6070,0.5963
37,0.8012,0.6823,0.9677,0.6132,0.6047
38,0.7975,0.6833,0.9612,0.6132,0.6063
39,0.7921,0.6795,0.9587,0.6008,0.5913
40,0.7698,0.6980,0.9746,0.6091,0.6003
41,0.7922,0.6833,0.9592,0.6008,0.5913
42,0.7998,0.6728,0.9760,0.5905,0.5863
43,0.7846,0.6866,0.9633,0.6049,0.5995
44,0.7604,0.7099,0.9409,0.6296,0.6193
45,0.7721,0.6971,0.9692,0.5988,0.5872
46,0.7798,0.6842,0.9432,0.6152,0.6050
47,0.7610,0.6942,0.9376,0.6173,0.6083
48,0.7710,0.6961,0.9422,0.6235,0.6168
49,0.7644,0.6828,0.9757,0.6049,0.6008
50,0.7729,0.6890,0.9603,0.6029,0.5983
51,0.7379,0.7085,0.9419,0.6235,0.6188
52,0.7313,0.7156,0.9411,0.6132,0.6084
53,0.7496,0.7070,0.9274,0.6317,0.6259
54,0.7284,0.7108,0.9484,0.6276,0.6215
55,0.7485,0.6909,0.9444,0.6193,0.6147
56,0.7355,0.7018,0.9466,0.6235,0.6176
57,0.7348,0.7123,0.9445,0.6214,0.6158
58,0.7366,0.7089,0.9491,0.6132,0.6045
59,0.7504,0.7023,0.9450,0.6193,0.6139
60,0.7157,0.7137,0.9517,0.6235,0.6197
61,0.7105,0.7179,0.9420,0.6235,0.6182
62,0.7005,0.7175,0.9570,0.6193,0.6147
63,0.7203,0.7217,0.9380,0.6173,0.6120
64,0.7176,0.7198,0.9296,0.6337,0.6274
65,0.7139,0.7113,0.9505,0.6193,0.6140
66,0.7080,0.7331,0.9372,0.6276,0.6232
67,0.7155,0.7213,0.9387,0.6255,0.6212
68,0.7010,0.7227,0.9366,0.6214,0.6136
69,0.7281,0.7070,0.9357,0.6296,0.6247
70,0.7260,0.7142,0.9264,0.6235,0.6164
71,0.7223,0.7066,0.9238,0.6255,0.6179
72,0.7122,0.7094,0.9289,0.6235,0.6142
73,0.7066,0.7213,0.9437,0.6173,0.6108
74,0.7265,0.7170,0.9306,0.6235,0.6182
75,0.7020,0.7146,0.9256,0.6214,0.6133
76,0.7085,0.7222,0.9420,0.6276,0.6245
77,0.7029,0.7179,0.9319,0.6193,0.6129
78,0.7152,0.7175,0.9279,0.6235,0.6178
79,0.6983,0.7298,0.9312,0.6276,0.6200
80,0.6938,0.7407,0.9123,0.6440,0.6356
81,0.7057,0.7208,0.9215,0.6379,0.6317
82,0.7023,0.7132,0.9367,0.6296,0.6212
83,0.6964,0.7317,0.9262,0.6317,0.6262
84,0.6902,0.7322,0.9447,0.6152,0.6099
85,0.6993,0.7198,0.9280,0.6173,0.6107
86,0.6925,0.7246,0.9274,0.6235,0.6186
87,0.7108,0.7104,0.9199,0.6296,0.6250
88,0.6995,0.7208,0.9316,0.6276,0.6180
89,0.6771,0.7308,0.9250,0.6152,0.6067
90,0.7385,0.7080,0.9222,0.6440,0.6349
91,0.6770,0.7384,0.9152,0.6276,0.6215
92,0.6925,0.7227,0.9193,0.6399,0.6320
93,0.6932,0.7246,0.9197,0.6399,0.6327
94,0.6992,0.7255,0.9107,0.6317,0.6245
95,0.6849,0.7217,0.9446,0.6214,0.6164
96,0.6965,0.7165,0.9180,0.6317,0.6264
97,0.6955,0.7251,0.9223,0.6337,0.6275
98,0.6999,0.7246,0.9247,0.6235,0.6176
99,0.6814,0.7279,0.9075,0.6440,0.6363
100,0.6827,0.7270,0.9259,0.6255,0.6192
101,0.6751,0.7460,0.9148,0.6399,0.6331
102,0.6690,0.7431,0.9129,0.6379,0.6297
103,0.6818,0.7270,0.9227,0.6337,0.6275
104,0.6855,0.7246,0.9085,0.6337,0.6259
105,0.6848,0.7270,0.9200,0.6399,0.6344
