epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.3756,0.2958,1.3606,0.3230,0.3033
2,1.3164,0.3599,1.3053,0.3848,0.3701
3,1.2629,0.4031,1.2691,0.4012,0.3907
4,1.2208,0.4501,1.2295,0.4239,0.4164
5,1.1886,0.4729,1.2020,0.4588,0.4577
6,1.1584,0.4957,1.1925,0.4362,0.4313
7,1.1154,0.5195,1.1541,0.4753,0.4725
8,1.0848,0.5332,1.1255,0.5021,0.5020
9,1.0760,0.5361,1.1192,0.4897,0.4899
10,1.0502,0.5499,1.1064,0.5082,0.5091
11,1.0311,0.5646,1.0941,0.5165,0.5184
12,1.0304,0.5660,1.0938,0.5082,0.5100
13,1.0176,0.5788,1.0920,0.5185,0.5193
14,1.0108,0.5750,1.0923,0.5267,0.5249
15,1.0003,0.5750,1.0887,0.5226,0.5206
16,0.9730,0.5826,1.0782,0.5165,0.5162
17,0.9928,0.5698,1.0785,0.5144,0.5144
18,0.9702,0.5888,1.0727,0.5226,0.5232
19,0.9673,0.5945,1.0544,0.5288,0.5309
20,0.9495,0.6068,1.0636,0.5370,0.5367
21,0.9399,0.6144,1.0574,0.5432,0.5421
22,0.9354,0.6106,1.0527,0.5473,0.5475
23,0.9220,0.6225,1.0375,0.5514,0.5526
24,0.9199,0.6211,1.0306,0.5453,0.5477
25,0.9130,0.6268,1.0250,0.5494,0.5516
26,0.8996,0.6282,1.0508,0.5514,0.5469
27,0.9038,0.6197,1.0065,0.5679,0.5683
28,0.8824,0.6467,1.0076,0.5658,0.5654
29,0.8662,0.6515,0.9965,0.5700,0.5695
30,0.8778,0.6496,0.9890,0.5741,0.5749
31,0.8445,0.6538,0.9980,0.5823,0.5797
32,0.8529,0.6572,0.9906,0.5823,0.5842
33,0.8576,0.6538,0.9819,0.5905,0.5940
34,0.8517,0.6581,0.9727,0.5864,0.5890
35,0.8436,0.6695,0.9821,0.5988,0.5993
36,0.8377,0.6572,0.9818,0.5885,0.5889
37,0.8393,0.6481,0.9724,0.5844,0.5857
38,0.8260,0.6652,0.9724,0.6049,0.6065
39,0.8323,0.6624,0.9616,0.6008,0.6038
40,0.8223,0.6614,0.9781,0.5885,0.5892
41,0.8150,0.6676,0.9725,0.5823,0.5848
42,0.8195,0.6714,0.9733,0.5905,0.5919
43,0.8018,0.6790,0.9859,0.5905,0.5882
44,0.7971,0.6814,0.9836,0.5638,0.5636
45,0.8097,0.6762,0.9631,0.5967,0.6002
46,0.8048,0.6838,0.9523,0.6152,0.6172
47,0.7901,0.6838,0.9595,0.6091,0.6108
48,0.7934,0.6771,0.9469,0.6173,0.6214
49,0.7945,0.6833,0.9624,0.5988,0.6014
50,0.7760,0.6819,0.9849,0.5761,0.5751
51,0.7739,0.6890,0.9496,0.6008,0.6018
52,0.7644,0.6890,0.9536,0.6111,0.6134
53,0.7653,0.7013,0.9415,0.6070,0.6084
54,0.7728,0.6985,0.9301,0.6152,0.6171
55,0.7720,0.6890,0.9442,0.6008,0.6031
56,0.7684,0.6933,0.9555,0.6091,0.6092
57,0.7671,0.6904,0.9436,0.6152,0.6172
58,0.7713,0.6847,0.9502,0.5905,0.5920
59,0.7612,0.6804,0.9387,0.6049,0.6075
60,0.7649,0.6956,0.9396,0.6193,0.6208
61,0.7574,0.6966,0.9354,0.6091,0.6113
62,0.7482,0.6956,0.9436,0.6152,0.6170
63,0.7450,0.6928,0.9656,0.5905,0.5874
64,0.7483,0.7018,0.9410,0.6029,0.6046
65,0.7623,0.6971,0.9451,0.6070,0.6090
66,0.7383,0.7085,0.9444,0.6235,0.6252
67,0.7512,0.7066,0.9502,0.6049,0.6084
68,0.7421,0.7094,0.9461,0.5967,0.5985
69,0.7452,0.7075,0.9484,0.5947,0.5967
70,0.7318,0.7132,0.9451,0.6111,0.6125
71,0.7433,0.7004,0.9565,0.6152,0.6157
72,0.7537,0.7042,0.9283,0.6193,0.6225
73,0.7401,0.7004,0.9350,0.6193,0.6211
74,0.7410,0.7075,0.9374,0.6049,0.6076
75,0.7350,0.7051,0.9223,0.6173,0.6196
76,0.7389,0.7056,0.9349,0.6173,0.6178
77,0.7318,0.7108,0.9540,0.6193,0.6201
78,0.7253,0.7170,0.9351,0.6070,0.6082
79,0.7333,0.7132,0.9392,0.6173,0.6177
80,0.7446,0.7061,0.9342,0.6193,0.6203
81,0.7430,0.7018,0.9331,0.6152,0.6176
82,0.7428,0.7108,0.9405,0.6049,0.6057
83,0.7218,0.7137,0.9328,0.6214,0.6229
84,0.7375,0.7047,0.9253,0.6111,0.6140
85,0.7341,0.7085,0.9484,0.6070,0.6082
86,0.7259,0.7094,0.9273,0.6070,0.6086
87,0.7300,0.7146,0.9427,0.6070,0.6084
88,0.7164,0.7160,0.9368,0.6049,0.6063
89,0.7184,0.7132,0.9501,0.6111,0.6105
90,0.7108,0.7208,0.9362,0.6049,0.6071
91,0.7237,0.7089,0.9312,0.6132,0.6146
