epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.7342,0.2764,2.2519,0.2387,0.1486
2,1.7158,0.2896,2.4296,0.2757,0.1088
3,1.6657,0.3143,2.3305,0.2428,0.1236
4,1.6263,0.2982,1.8237,0.2695,0.1698
5,1.6121,0.3158,2.1708,0.2593,0.1730
6,1.5468,0.3191,2.0912,0.2922,0.1761
7,1.4754,0.3481,1.7058,0.3025,0.1980
8,1.4698,0.3376,1.6400,0.3107,0.2019
9,1.4217,0.3509,1.7178,0.2963,0.1742
10,1.3869,0.3632,1.5737,0.3169,0.2333
11,1.3553,0.3799,1.3851,0.3210,0.2876
12,1.3251,0.3813,1.6686,0.3560,0.2737
13,1.2909,0.4046,1.5475,0.3107,0.2292
14,1.2652,0.4292,1.3742,0.4177,0.3498
15,1.2392,0.4274,1.3019,0.4321,0.3497
16,1.2324,0.4406,1.3709,0.4239,0.3393
17,1.1942,0.4639,1.3685,0.4444,0.3611
18,1.1729,0.4739,1.3114,0.4218,0.3592
19,1.1477,0.4881,1.3229,0.4300,0.3734
20,1.1529,0.4691,1.3467,0.4403,0.3721
21,1.1300,0.5019,1.2485,0.4486,0.4079
22,1.1047,0.5028,1.4758,0.4465,0.3778
23,1.0823,0.5304,1.4006,0.4342,0.3744
24,1.0781,0.5242,1.2786,0.4486,0.3888
25,1.0785,0.5233,1.2459,0.4403,0.3922
26,1.0673,0.5313,1.3336,0.4547,0.4003
27,1.0833,0.5261,1.1757,0.4877,0.4650
28,1.0690,0.5437,1.2724,0.4753,0.4132
29,1.0602,0.5427,1.1755,0.4630,0.4525
30,1.0243,0.5537,1.1876,0.4794,0.4396
31,1.0225,0.5532,1.2774,0.4486,0.4058
32,0.9823,0.5817,1.1354,0.4938,0.4653
33,0.9952,0.5788,1.1999,0.4877,0.4683
34,0.9700,0.5940,1.2325,0.4959,0.4448
35,0.9543,0.5940,1.3109,0.4691,0.4131
36,0.9383,0.6049,1.1660,0.4753,0.4376
37,0.9429,0.6149,1.2486,0.4444,0.4037
38,0.9507,0.5935,1.1421,0.5021,0.4479
39,0.9186,0.6197,1.1521,0.4918,0.4776
40,0.8661,0.6467,1.2529,0.4918,0.4708
41,0.8674,0.6462,1.1649,0.4877,0.4552
42,0.8386,0.6439,1.3826,0.4712,0.4334
43,0.8552,0.6481,1.1802,0.4938,0.4742
44,0.8164,0.6795,1.2073,0.4774,0.4433
45,0.8017,0.6800,1.1617,0.4938,0.4596
46,0.8039,0.6676,1.1807,0.5000,0.4875
47,0.7664,0.6819,1.2568,0.4547,0.4125
48,0.7422,0.7042,1.1447,0.4918,0.4640
49,0.7563,0.6833,1.2248,0.4650,0.4524
50,0.7268,0.7151,1.2763,0.4877,0.4770
51,0.6471,0.7379,1.1839,0.5041,0.4883
52,0.6210,0.7688,1.1809,0.5062,0.4734
53,0.6258,0.7474,1.2586,0.4794,0.4601
54,0.5692,0.7811,1.2380,0.4897,0.4660
55,0.6065,0.7631,1.1697,0.4979,0.4754
56,0.5801,0.7749,1.2998,0.4877,0.4648
57,0.5740,0.7849,1.3299,0.5082,0.4894
58,0.5549,0.7915,1.2422,0.5082,0.4897
59,0.5309,0.7925,1.3108,0.4733,0.4578
60,0.5528,0.7863,1.2303,0.4938,0.4545
61,0.5348,0.7901,1.2445,0.5041,0.4889
62,0.5209,0.8006,1.2668,0.4774,0.4612
63,0.5011,0.8091,1.2716,0.4794,0.4598
64,0.4915,0.8248,1.2568,0.4938,0.4754
65,0.4682,0.8295,1.2424,0.4959,0.4728
66,0.4609,0.8229,1.3219,0.4877,0.4714
67,0.4654,0.8295,1.2813,0.4712,0.4612
68,0.4747,0.8324,1.3021,0.4959,0.4817
69,0.4386,0.8376,1.3898,0.4774,0.4588
70,0.4455,0.8267,1.3947,0.4794,0.4620
71,0.4257,0.8481,1.3296,0.4835,0.4664
72,0.4163,0.8447,1.3286,0.4877,0.4659
73,0.4084,0.8519,1.2915,0.5082,0.4931
74,0.4135,0.8476,1.3079,0.5000,0.4810
75,0.3817,0.8561,1.3827,0.4835,0.4649
76,0.3875,0.8519,1.3823,0.4794,0.4629
77,0.3508,0.8799,1.3463,0.4753,0.4640
78,0.3660,0.8651,1.3837,0.4712,0.4578
79,0.3637,0.8713,1.4176,0.4794,0.4703
80,0.3554,0.8756,1.3459,0.5082,0.4884
81,0.3465,0.8837,1.3685,0.4815,0.4652
82,0.3401,0.8770,1.4007,0.4918,0.4729
