epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.4314,0.2483,1.3903,0.2695,0.1304
2,1.3649,0.3219,1.3903,0.2695,0.1931
3,1.3194,0.3680,1.3327,0.3436,0.3281
4,1.2751,0.4069,1.3017,0.3765,0.3652
5,1.2305,0.4373,1.2465,0.4218,0.4015
6,1.2009,0.4549,1.2124,0.4383,0.4271
7,1.1721,0.4943,1.2064,0.4671,0.4602
8,1.1460,0.5005,1.1550,0.4938,0.4832
9,1.1095,0.5242,1.1404,0.4897,0.4792
10,1.0809,0.5304,1.1253,0.5247,0.5164
11,1.0513,0.5437,1.1038,0.5309,0.5219
12,1.0308,0.5774,1.0846,0.5267,0.5174
13,0.9954,0.5774,1.0761,0.5494,0.5409
14,0.9899,0.5907,1.0649,0.5453,0.5352
15,0.9626,0.5997,1.0614,0.5576,0.5442
16,0.9677,0.6035,1.0590,0.5473,0.5388
17,0.9574,0.6083,1.0360,0.5638,0.5541
18,0.9187,0.6163,1.0111,0.5720,0.5609
19,0.9411,0.6121,1.0434,0.5350,0.5299
20,0.9093,0.6282,1.0414,0.5473,0.5411
21,0.9244,0.6083,1.0413,0.5391,0.5331
22,0.9149,0.6282,1.0367,0.5617,0.5481
23,0.8932,0.6339,1.0410,0.5329,0.5308
24,0.8884,0.6349,0.9982,0.5597,0.5483
25,0.8723,0.6486,1.0113,0.5535,0.5437
26,0.8558,0.6472,0.9976,0.5844,0.5718
27,0.8784,0.6353,1.0096,0.5576,0.5486
28,0.8617,0.6349,0.9978,0.5617,0.5511
29,0.8588,0.6586,1.0303,0.5576,0.5551
30,0.8522,0.6534,1.0405,0.5597,0.5520
31,0.8502,0.6633,1.0103,0.5823,0.5695
32,0.8446,0.6458,0.9965,0.5782,0.5676
33,0.8334,0.6652,1.0265,0.5761,0.5687
34,0.8249,0.6728,0.9829,0.5988,0.5857
35,0.8267,0.6581,1.0274,0.5597,0.5493
36,0.8263,0.6690,0.9878,0.6070,0.5949
37,0.8173,0.6709,0.9741,0.5823,0.5686
38,0.8034,0.6800,1.0419,0.5576,0.5501
39,0.7977,0.6871,0.9572,0.5947,0.5832
40,0.7986,0.6785,1.0240,0.5556,0.5480
41,0.7857,0.6947,0.9913,0.5967,0.5876
42,0.8163,0.6700,1.0256,0.5597,0.5561
43,0.7967,0.6876,0.9689,0.5823,0.5726
44,0.7778,0.6880,1.0159,0.5576,0.5519
45,0.7791,0.6781,1.0544,0.5658,0.5466
46,0.7962,0.6681,1.0159,0.5885,0.5838
47,0.7857,0.6838,0.9750,0.5782,0.5720
48,0.7907,0.6847,0.9601,0.6049,0.5923
49,0.7695,0.6961,1.0227,0.5617,0.5550
50,0.7584,0.7075,0.9967,0.5782,0.5720
51,0.7380,0.7004,0.9754,0.5947,0.5868
52,0.7350,0.7047,0.9878,0.5741,0.5654
53,0.7329,0.7118,0.9870,0.5885,0.5824
54,0.7431,0.7047,0.9794,0.5926,0.5856
55,0.7397,0.7051,0.9541,0.5905,0.5811
56,0.7412,0.7146,0.9643,0.5864,0.5789
57,0.7267,0.7142,0.9917,0.5782,0.5695
58,0.7420,0.7132,0.9807,0.5844,0.5726
59,0.7613,0.6966,0.9711,0.5802,0.5713
60,0.7360,0.7198,0.9944,0.5802,0.5742
61,0.7303,0.7037,0.9681,0.5926,0.5850
