epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.6212,0.2875,1.3661,0.3500,0.3333
2,1.4197,0.3787,1.3676,0.3704,0.3615
3,1.2917,0.4342,1.2516,0.4537,0.4491
4,1.2287,0.4747,1.2462,0.4537,0.4465
5,1.1565,0.5117,1.2298,0.4593,0.4556
6,1.1002,0.5307,1.1801,0.4759,0.4630
7,1.0658,0.5497,1.1986,0.4685,0.4707
8,1.0066,0.5668,1.2304,0.4833,0.4849
9,0.9937,0.5770,1.1400,0.4963,0.4976
10,0.9578,0.6038,1.1260,0.5130,0.5101
11,0.9130,0.6345,1.4030,0.4519,0.4419
12,0.8952,0.6335,1.2842,0.5019,0.4997
13,0.8952,0.6355,1.2148,0.4852,0.4830
14,0.8510,0.6481,1.1868,0.5111,0.5107
15,0.8039,0.6808,1.1421,0.5352,0.5291
16,0.7886,0.6837,1.1345,0.5333,0.5353
17,0.7953,0.6837,1.2072,0.5259,0.5148
18,0.7342,0.7100,1.1819,0.5204,0.5120
19,0.7505,0.7013,1.1476,0.5426,0.5398
20,0.7208,0.7251,1.2174,0.5093,0.4931
21,0.7186,0.7237,1.2450,0.5296,0.5150
22,0.7198,0.7042,1.2960,0.4889,0.4875
23,0.6770,0.7325,1.1354,0.5556,0.5514
24,0.6448,0.7446,1.1967,0.5556,0.5520
25,0.6219,0.7593,1.1919,0.5426,0.5346
26,0.6453,0.7563,1.1476,0.5648,0.5609
27,0.6286,0.7500,1.1663,0.5630,0.5625
28,0.5898,0.7744,1.2828,0.5444,0.5421
29,0.6320,0.7612,1.1530,0.5481,0.5480
30,0.5853,0.7695,1.1705,0.5500,0.5468
31,0.5721,0.7812,1.1656,0.5352,0.5318
32,0.5992,0.7583,1.2954,0.5259,0.5178
33,0.5746,0.7739,1.1984,0.5556,0.5533
34,0.5645,0.7831,1.2248,0.5241,0.5257
35,0.5525,0.7836,1.2426,0.5685,0.5662
36,0.5816,0.7632,1.3059,0.5204,0.5157
37,0.5418,0.7856,1.3267,0.5241,0.5218
38,0.5309,0.7939,1.3584,0.5278,0.5212
39,0.5192,0.7973,1.2189,0.5481,0.5422
40,0.5114,0.8065,1.2342,0.5704,0.5641
41,0.4972,0.8099,1.2172,0.5593,0.5563
42,0.5046,0.8085,1.3169,0.5556,0.5529
43,0.4932,0.8026,1.1518,0.5981,0.5949
44,0.4996,0.8075,1.2934,0.5426,0.5376
45,0.4798,0.8153,1.2573,0.5389,0.5339
46,0.4568,0.8221,1.2295,0.5444,0.5466
47,0.4584,0.8241,1.2829,0.5500,0.5429
48,0.4535,0.8226,1.3351,0.5259,0.5212
49,0.4597,0.8197,1.2372,0.5593,0.5607
50,0.4213,0.8397,1.2881,0.5611,0.5546
51,0.3555,0.8718,1.1776,0.5833,0.5821
52,0.3735,0.8631,1.2391,0.5685,0.5692
53,0.3468,0.8650,1.2143,0.5556,0.5526
54,0.3502,0.8713,1.2215,0.5722,0.5709
55,0.3498,0.8748,1.1863,0.5944,0.5922
56,0.3294,0.8752,1.1959,0.5833,0.5837
57,0.3380,0.8738,1.1907,0.5704,0.5691
58,0.3446,0.8665,1.2051,0.5833,0.5839
59,0.3372,0.8811,1.2236,0.5704,0.5668
60,0.3009,0.8894,1.2253,0.5796,0.5802
61,0.3042,0.8899,1.2723,0.5630,0.5609
62,0.3121,0.8811,1.2539,0.5815,0.5756
63,0.3069,0.8933,1.2239,0.5833,0.5822
64,0.3053,0.8874,1.2297,0.5611,0.5599
65,0.3169,0.8830,1.2018,0.5852,0.5838
66,0.2917,0.8908,1.2382,0.5778,0.5743
67,0.3187,0.8840,1.3192,0.5778,0.5746
68,0.2919,0.8938,1.1954,0.5815,0.5793
