epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.7522,0.2349,1.3979,0.2778,0.1653
2,1.6130,0.2646,1.4116,0.2611,0.1827
3,1.5690,0.2700,1.4171,0.2481,0.1843
4,1.5037,0.2758,1.4110,0.2519,0.1825
5,1.4787,0.2788,1.4136,0.2500,0.1829
6,1.4239,0.2948,1.4302,0.2741,0.2043
7,1.3822,0.3363,1.4292,0.2778,0.2110
8,1.3638,0.3499,1.4822,0.2815,0.2058
9,1.3510,0.3558,1.5128,0.2926,0.2092
10,1.3430,0.3494,1.5104,0.2963,0.2191
11,1.3207,0.3635,1.5315,0.2944,0.2234
12,1.3084,0.3865,1.4912,0.3204,0.2631
13,1.2954,0.3806,1.5938,0.3093,0.2169
14,1.2934,0.3713,1.5383,0.3185,0.2523
15,1.2785,0.3996,1.5612,0.3204,0.2385
16,1.2831,0.3933,1.5391,0.3333,0.2569
17,1.2650,0.4035,1.5694,0.3111,0.2471
18,1.2555,0.4157,1.5356,0.3167,0.2413
19,1.2612,0.4133,1.5190,0.3278,0.2579
20,1.2447,0.4225,1.4674,0.3537,0.3039
21,1.2633,0.4094,1.4332,0.3537,0.2959
22,1.2312,0.4225,1.4227,0.3667,0.3167
23,1.2384,0.4254,1.4845,0.3426,0.2781
24,1.2260,0.4264,1.4507,0.3722,0.3229
25,1.2278,0.4323,1.4308,0.3778,0.3382
26,1.2271,0.4347,1.4335,0.3556,0.2973
27,1.2218,0.4366,1.4603,0.3722,0.3150
28,1.2281,0.4274,1.4345,0.3685,0.3108
29,1.2132,0.4527,1.3969,0.3630,0.3090
30,1.2220,0.4371,1.3309,0.3815,0.3478
31,1.1973,0.4459,1.3610,0.3704,0.3375
32,1.1990,0.4493,1.4044,0.3870,0.3428
33,1.1891,0.4620,1.4132,0.3796,0.3344
34,1.1932,0.4479,1.3839,0.4000,0.3648
35,1.2038,0.4557,1.4489,0.3852,0.3402
36,1.1793,0.4654,1.4675,0.3796,0.3372
37,1.1666,0.4649,1.4397,0.3833,0.3440
38,1.1762,0.4747,1.4192,0.3815,0.3428
39,1.1652,0.4771,1.3536,0.4000,0.3689
40,1.1842,0.4635,1.2944,0.4204,0.4037
41,1.1669,0.4829,1.3442,0.4037,0.3708
42,1.1811,0.4513,1.2723,0.4037,0.3853
43,1.1693,0.4849,1.3201,0.4185,0.3879
44,1.1533,0.4786,1.2744,0.4185,0.4074
45,1.1463,0.4849,1.3028,0.4056,0.3919
46,1.1442,0.4898,1.2315,0.4241,0.4141
47,1.1449,0.5015,1.2504,0.4370,0.4314
48,1.1400,0.4922,1.2620,0.4389,0.4261
49,1.1409,0.4888,1.2438,0.4537,0.4439
50,1.1164,0.5024,1.2422,0.4519,0.4393
51,1.1196,0.5112,1.2523,0.4556,0.4365
52,1.1236,0.5054,1.2466,0.4611,0.4474
53,1.1077,0.5273,1.2401,0.4481,0.4335
54,1.1246,0.5078,1.2215,0.4648,0.4496
55,1.0997,0.5083,1.2010,0.4667,0.4554
56,1.0747,0.5307,1.2188,0.4407,0.4282
57,1.0970,0.5297,1.2219,0.4630,0.4456
58,1.0922,0.5156,1.2234,0.4481,0.4300
59,1.0906,0.5249,1.2431,0.4148,0.3938
60,1.0908,0.5200,1.2436,0.4204,0.3974
61,1.0879,0.5288,1.2457,0.4370,0.4141
62,1.0911,0.5214,1.2190,0.4444,0.4216
63,1.0941,0.5229,1.2652,0.4167,0.3925
64,1.0718,0.5424,1.2124,0.4481,0.4261
65,1.0587,0.5419,1.2423,0.4370,0.4120
66,1.0825,0.5205,1.1991,0.4537,0.4350
67,1.0872,0.5341,1.2458,0.4278,0.4067
68,1.0605,0.5409,1.2767,0.4074,0.3840
69,1.0799,0.5234,1.2409,0.4407,0.4174
70,1.0794,0.5253,1.2204,0.4407,0.4186
71,1.0469,0.5551,1.2605,0.4352,0.4137
72,1.0455,0.5531,1.2640,0.4204,0.3994
73,1.0652,0.5283,1.2656,0.4259,0.4038
74,1.0666,0.5395,1.2613,0.4204,0.3998
75,1.0755,0.5409,1.2407,0.4352,0.4127
76,1.0556,0.5492,1.2161,0.4481,0.4292
77,1.0851,0.5302,1.2484,0.4259,0.4025
78,1.0503,0.5492,1.2684,0.4111,0.3868
79,1.0635,0.5419,1.2236,0.4370,0.4177
80,1.0551,0.5375,1.2244,0.4463,0.4237
