epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1,1.6224,0.3007,1.4086,0.3222,0.3217
2,1.4067,0.3806,1.3632,0.3815,0.3583
3,1.3195,0.4176,1.3741,0.3944,0.3553
4,1.2441,0.4717,1.2536,0.4333,0.4242
5,1.1650,0.4976,1.2678,0.4315,0.4313
6,1.1118,0.5195,1.2349,0.4537,0.4507
7,1.0570,0.5453,1.2751,0.4259,0.4302
8,1.0209,0.5746,1.2295,0.4741,0.4597
9,1.0064,0.5819,1.2750,0.4870,0.4728
10,0.9627,0.6014,1.2465,0.4537,0.4499
11,0.9162,0.6282,1.2485,0.4685,0.4642
12,0.8872,0.6335,1.2646,0.4741,0.4684
13,0.8620,0.6457,1.1675,0.5185,0.5176
14,0.8480,0.6584,1.2284,0.4944,0.4972
15,0.8170,0.6584,1.2367,0.5222,0.5072
16,0.8025,0.6725,1.2979,0.4630,0.4714
17,0.7704,0.6866,1.2527,0.4981,0.4870
18,0.7867,0.6832,1.2159,0.4981,0.4959
19,0.7441,0.6974,1.2596,0.5130,0.5065
20,0.7153,0.7144,1.3160,0.5019,0.4918
21,0.7096,0.7110,1.2436,0.5148,0.5133
22,0.6637,0.7393,1.2319,0.5167,0.5143
23,0.6523,0.7529,1.2728,0.5222,0.5113
24,0.6742,0.7437,1.2598,0.5019,0.4994
25,0.6448,0.7500,1.2522,0.5204,0.5093
26,0.6214,0.7558,1.3496,0.4889,0.4771
27,0.6111,0.7558,1.3506,0.4796,0.4805
28,0.6069,0.7627,1.3414,0.5204,0.5079
29,0.5948,0.7597,1.3063,0.5481,0.5376
30,0.6032,0.7597,1.3225,0.4944,0.4941
31,0.5791,0.7734,1.3239,0.5296,0.5211
32,0.5674,0.7822,1.3052,0.5111,0.5141
33,0.5525,0.7778,1.3113,0.5093,0.5055
34,0.5629,0.7753,1.5482,0.5056,0.4887
35,0.5137,0.8007,1.3599,0.5333,0.5236
36,0.5067,0.8056,1.3221,0.5352,0.5310
37,0.5022,0.8104,1.4342,0.5185,0.5011
38,0.5058,0.8017,1.2767,0.5556,0.5559
39,0.4916,0.8148,1.3356,0.5241,0.5154
40,0.4597,0.8265,1.3548,0.5315,0.5283
41,0.5006,0.8041,1.3638,0.5463,0.5389
42,0.4629,0.8177,1.2958,0.5241,0.5264
43,0.4533,0.8255,1.4686,0.5019,0.5023
44,0.4731,0.8153,1.3976,0.5444,0.5379
45,0.4663,0.8138,1.3687,0.5167,0.5178
46,0.4372,0.8299,1.3684,0.5389,0.5388
47,0.4239,0.8299,1.3809,0.5333,0.5380
48,0.4386,0.8270,1.4164,0.5537,0.5464
49,0.4176,0.8455,1.4612,0.5167,0.5151
50,0.4086,0.8426,1.3518,0.5537,0.5488
51,0.3359,0.8709,1.3219,0.5444,0.5476
52,0.3232,0.8796,1.3030,0.5648,0.5632
53,0.3148,0.8899,1.3104,0.5519,0.5504
54,0.3258,0.8767,1.3492,0.5426,0.5407
55,0.3163,0.8869,1.3560,0.5444,0.5414
56,0.3077,0.8942,1.3134,0.5444,0.5461
57,0.3112,0.8869,1.3343,0.5500,0.5515
58,0.3053,0.8830,1.3485,0.5407,0.5435
59,0.2984,0.8913,1.3168,0.5556,0.5532
60,0.2872,0.9035,1.3500,0.5685,0.5664
61,0.2849,0.8972,1.3538,0.5648,0.5632
62,0.3160,0.8889,1.3381,0.5574,0.5586
63,0.2798,0.8986,1.3341,0.5574,0.5592
64,0.2686,0.9016,1.3840,0.5759,0.5702
65,0.2623,0.9025,1.3588,0.5704,0.5714
66,0.2819,0.9006,1.3548,0.5722,0.5731
67,0.2642,0.9133,1.3762,0.5796,0.5766
68,0.2717,0.8981,1.4251,0.5574,0.5580
69,0.2764,0.8981,1.3586,0.5722,0.5689
70,0.2764,0.9074,1.3841,0.5852,0.5825
71,0.2805,0.9035,1.4135,0.5611,0.5601
72,0.2553,0.9079,1.3773,0.5944,0.5913
73,0.2664,0.8991,1.3882,0.5463,0.5486
74,0.2395,0.9181,1.4437,0.5741,0.5756
75,0.2434,0.9108,1.3473,0.5685,0.5674
76,0.2800,0.8996,1.4683,0.5667,0.5642
77,0.2470,0.9157,1.3812,0.5907,0.5901
78,0.2537,0.9094,1.4653,0.5556,0.5541
79,0.2592,0.9079,1.3999,0.5704,0.5722
80,0.2338,0.9167,1.3916,0.5630,0.5626
81,0.2318,0.9196,1.4086,0.5722,0.5727
82,0.2468,0.9123,1.4290,0.5796,0.5821
83,0.2482,0.9137,1.4636,0.5556,0.5531
84,0.2398,0.9147,1.4813,0.5630,0.5607
85,0.2495,0.9142,1.4485,0.5833,0.5830
86,0.2468,0.9113,1.4113,0.5944,0.5926
87,0.2333,0.9196,1.4557,0.5815,0.5803
88,0.2521,0.9128,1.4481,0.5611,0.5614
89,0.2281,0.9250,1.4568,0.5630,0.5613
90,0.2160,0.9152,1.4272,0.5852,0.5858
91,0.2278,0.9167,1.4815,0.5704,0.5664
92,0.2278,0.9181,1.4540,0.5648,0.5652
93,0.2233,0.9211,1.4652,0.5759,0.5765
94,0.2087,0.9279,1.4698,0.5759,0.5709
95,0.2354,0.9167,1.4613,0.5611,0.5567
96,0.2083,0.9225,1.4945,0.5741,0.5737
97,0.2227,0.9201,1.5399,0.5648,0.5635
